Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,32: No Such Thing As A Good Gift For Gordon Brown,1,Ash Gardner,"In 1060 BCE, the Egyptian city of Pyramsys was moved 20 kilometers to the north, including obelisks, sphinxes, temples, and stelae.",00:01:05,2022-07-25T12:58:38.000Z,32-no-such-thing-as-a-good-gift-for-gordon-brown
,32: No Such Thing As A Good Gift For Gordon Brown,2,Anna Ptaszynski,"In 1864, one of Charles Dickens' friends had a flat-packed Swiss chalet delivered to his home as a Christmas present.",00:11:04,2022-07-25T12:58:38.000Z,32-no-such-thing-as-a-good-gift-for-gordon-brown
,32: No Such Thing As A Good Gift For Gordon Brown,3,James Harkin,Neuroscientists can tell if you are a musician simply by looking at your brain.,00:19:55,2022-07-25T12:58:38.000Z,32-no-such-thing-as-a-good-gift-for-gordon-brown
,32: No Such Thing As A Good Gift For Gordon Brown,4,Dan Schreiber,"During World War II, Jack Warner had a giant arrow painted on the rooftop of his Hollywood studio with the words 'Lockheed that away' to avoid bombing.",00:25:13,2022-07-25T12:58:38.000Z,32-no-such-thing-as-a-good-gift-for-gordon-brown
,33: No Such Thing As A Clairvoyant Chicken,1,Andrew Hunter Murray,"Until the year 635 AD, Halloween was on the 12th of May.",00:00:42,2022-07-25T12:59:28.000Z,33-no-such-thing-as-a-clairvoyant-chicken
,33: No Such Thing As A Clairvoyant Chicken,2,Dan Schreiber,Witches used broomsticks to put hallucinogenic drugs up their bums.,00:08:32,2022-07-25T12:59:28.000Z,33-no-such-thing-as-a-clairvoyant-chicken
,33: No Such Thing As A Clairvoyant Chicken,3,Anna Ptaszynski,"The woman who played the voice of Reagan in The Exorcist only agreed to play the part on the grounds that she have two priests in her sound booth at all times, could be constantly drinking whiskey, chain-smoking cigarettes, and eating raw eggs.",00:14:55,2022-07-25T12:59:28.000Z,33-no-such-thing-as-a-clairvoyant-chicken
,33: No Such Thing As A Clairvoyant Chicken,4,James Harkin,"The secret of youth is drinking youngsters' blood, open brackets, if you're a mouse, close brackets.",00:24:03,2022-07-25T12:59:28.000Z,33-no-such-thing-as-a-clairvoyant-chicken
,34: No Such Thing As A Giant German Sandcastle,1,James Harkin,"Comets stink. The Rosetta probe found that comets smell like a mixture of rotten eggs, cat urine, and bitter almonds.",00:00:39,2022-07-25T13:00:11.000Z,34-no-such-thing-as-a-giant-german-sandcastle
,34: No Such Thing As A Giant German Sandcastle,2,Andrew Hunter Murray,"The explorer Sir Ranulph Fiennes, who is the oldest Briton ever to have climbed Mount Everest, used to get such bad vertigo that he would ask his wife to climb ladders to clear the gutters instead of him.",00:09:55,2022-07-25T13:00:11.000Z,34-no-such-thing-as-a-giant-german-sandcastle
,34: No Such Thing As A Giant German Sandcastle,3,Anna Ptaszynski,A Ryanair crew member recruited today could not possibly be the same height as a crew member from the first Ryanair cabin crew.,00:15:15,2022-07-25T13:00:11.000Z,34-no-such-thing-as-a-giant-german-sandcastle
,34: No Such Thing As A Giant German Sandcastle,4,Dan Schreiber,"According to his website, Steven Seagal is the only private citizen to destroy a nuclear device.",00:24:42,2022-07-25T13:00:11.000Z,34-no-such-thing-as-a-giant-german-sandcastle
,35: No Such Thing As A Good Sloth Onesie,1,James Harkin,"Viking names included Desirus of Beer, Squat Wiggle, Lust Hostage, Short Penis, Able to fill a bay with fish by magic, The man who mixes his drinks, and The man without trousers.",00:00:46,2022-07-25T13:00:51.000Z,35-no-such-thing-as-a-good-sloth-onesie
,35: No Such Thing As A Good Sloth Onesie,2,Dan Schreiber,"""You Only Live Once"" is Katie Price's fourth autobiography.",00:16:12,2022-07-25T13:00:51.000Z,35-no-such-thing-as-a-good-sloth-onesie
,35: No Such Thing As A Good Sloth Onesie,3,Anna Ptaszynski,"William Morton, father of anesthesia, first experimented on himself, but kept falling asleep before he could describe the results.",00:28:34,2022-07-25T13:00:51.000Z,35-no-such-thing-as-a-good-sloth-onesie
,35: No Such Thing As A Good Sloth Onesie,4,Andrew Hunter Murray,Chessington World of Adventures banned animal onesies to stop the animals there getting confused.,00:40:43,2022-07-25T13:00:51.000Z,35-no-such-thing-as-a-good-sloth-onesie
,36: No Such Thing As A Game Of King's Footsie,1,Anna Ptaszynski,"If you got into an argument in 18th century Abyssinia, you could resolve it by blaming everything on the camel.",00:00:42,2022-07-25T13:01:34.000Z,36-no-such-thing-as-a-game-of-king-s-footsie
,36: No Such Thing As A Game Of King's Footsie,2,Dan Schreiber,"In ancient Greece, they used to play with yo-yos.",00:08:48,2022-07-25T13:01:34.000Z,36-no-such-thing-as-a-game-of-king-s-footsie
,36: No Such Thing As A Game Of King's Footsie,3,Andrew Hunter Murray,"Most honey bee hives in the USA live on trucks, on flatbed trucks.",00:16:40,2022-07-25T13:01:34.000Z,36-no-such-thing-as-a-game-of-king-s-footsie
,36: No Such Thing As A Game Of King's Footsie,4,James Harkin,The Sacramento Police Department get at least one call a week from people stuck in the world's largest corn maze.,00:21:45,2022-07-25T13:01:34.000Z,36-no-such-thing-as-a-game-of-king-s-footsie
,37: No Such Thing As The Kevin Olympics,1,Anna Ptaszynski,"In 1874, there was a plan to transport dead bodies from all over Europe to Mount Vesuvius and throw them in.",00:00:46,2022-07-25T13:02:07.000Z,37-no-such-thing-as-the-kevin-olympics
,37: No Such Thing As The Kevin Olympics,2,James Harkin,"In 2010, an abandoned wastewater treatment plant in Baltimore was found to be home to an estimated 107 million spiders with a density of 35,176 spiders per cubic meter.",00:13:13,2022-07-25T13:02:07.000Z,37-no-such-thing-as-the-kevin-olympics
,37: No Such Thing As The Kevin Olympics,3,Dan Schreiber,"According to the Vatican, the greatest pop album of all time is Revolver by The Beatles.",00:15:43,2022-07-25T13:02:07.000Z,37-no-such-thing-as-the-kevin-olympics
,37: No Such Thing As The Kevin Olympics,4,Andrew Hunter Murray,"For the first 50 years of the Olympics, the only event was the 200-meter sprint.",00:23:49,2022-07-25T13:02:07.000Z,37-no-such-thing-as-the-kevin-olympics
,38: No Such Thing As A Super Mario Love Hotel,1,Leven Skyra,"Apparently, ants' nests can get infested by ants.",00:00:47,2022-07-25T13:02:56.000Z,38-no-such-thing-as-a-super-mario-love-hotel
,38: No Such Thing As A Super Mario Love Hotel,2,Anna Ptaszynski,"In Cambodia, a teenage girl's parents might build her a love hut, where her parents encourage her to sleep with as many boys as she wants until she finds the one that she likes.",00:11:45,2022-07-25T13:02:56.000Z,38-no-such-thing-as-a-super-mario-love-hotel
,38: No Such Thing As A Super Mario Love Hotel,3,Andrew Hunter Murray,"The longest canyon in the world is 50% longer than the Grand Canyon, and we didn't know about it until August last year.",00:19:24,2022-07-25T13:02:56.000Z,38-no-such-thing-as-a-super-mario-love-hotel
,38: No Such Thing As A Super Mario Love Hotel,4,James Harkin,"In 2008, the University of Bath invented a 3D printer that could print a copy of itself.",00:33:03,2022-07-25T13:02:56.000Z,38-no-such-thing-as-a-super-mario-love-hotel
,39: No Such Thing As A Rocking Chair In Space,1,James Harkin,"The San Francisco Fire Department's ladders are made of wood, which is not perhaps the material you think would be good for putting near fire.",00:00:39,2022-07-25T13:03:37.000Z,39-no-such-thing-as-a-rocking-chair-in-space
,39: No Such Thing As A Rocking Chair In Space,2,Dan Schreiber,Astronauts do not snore.,00:10:06,2022-07-25T13:03:37.000Z,39-no-such-thing-as-a-rocking-chair-in-space
,39: No Such Thing As A Rocking Chair In Space,3,Anna Ptaszynski,"In March 1876, it rained mutton tasting meat in Kentucky.",00:17:59,2022-07-25T13:03:37.000Z,39-no-such-thing-as-a-rocking-chair-in-space
,39: No Such Thing As A Rocking Chair In Space,4,Andrew Hunter Murray,The Victorians invented a coat which doubled up as a boat.,00:24:51,2022-07-25T13:03:37.000Z,39-no-such-thing-as-a-rocking-chair-in-space
,4: No Such Thing As The Mountains of Kong,1,Dan Schreiber,30 million Chinese people live in caves.,00:00:45,2022-07-25T10:07:00.000Z,4-no-such-thing-as-the-mountains-of-kong
,4: No Such Thing As The Mountains of Kong,2,James Harkin,There is a banker in Latvia who will lend you money using your immortal soul as security.,00:09:28,2022-07-25T10:07:00.000Z,4-no-such-thing-as-the-mountains-of-kong
,4: No Such Thing As The Mountains of Kong,3,Anna Ptaszynski,"For 100 years, almost all the maps we had of Africa contained a mountain range that didn't exist.",00:15:03,2022-07-25T10:07:00.000Z,4-no-such-thing-as-the-mountains-of-kong
,4: No Such Thing As The Mountains of Kong,4,Andrew Hunter Murray,Male Pennsylvania grass spiders are much more likely to approach a female for sex if she has recently killed and eaten another male.,00:20:25,2022-07-25T10:07:00.000Z,4-no-such-thing-as-the-mountains-of-kong
,40: No Such Thing As Captain Trousers,1,Andrew Hunter Murray,"In 18th century France, tooth pullers were entertainers who performed in front of cheering crowds.",00:00:38,2022-07-25T13:04:08.000Z,40-no-such-thing-as-captain-trousers
,40: No Such Thing As Captain Trousers,2,Anna Ptaszynski,"In the First World War, the Romanian army issued an order that only officers above the rank of major had the right to wear eyeshadow in battle.",00:05:16,2022-07-25T13:04:08.000Z,40-no-such-thing-as-captain-trousers
,40: No Such Thing As Captain Trousers,3,James Harkin,The most borrowed children's author from British libraries doesn't exist.,00:11:07,2022-07-25T13:04:08.000Z,40-no-such-thing-as-captain-trousers
,40: No Such Thing As Captain Trousers,4,Dan Schreiber,It would cost $850 quadrillion to build the Death Star.,00:21:54,2022-07-25T13:04:08.000Z,40-no-such-thing-as-captain-trousers
,41.5: No Such Thing As Unbroadcastable Material,1,James Harkin,"In 1860, a new technology entered European life, and women who used it complained that it caused extreme genital excitement. The technology was the sewing machine.",00:22:02,2022-07-25T13:10:18.000Z,41-5-no-such-thing-as-unbroadcastable-material
,41.5: No Such Thing As Unbroadcastable Material,2,Anna Ptaszynski,"In the last Olympics, Usain Bolt ran 100 meters in under 9.3 seconds during his 200-meter race, but it didn't count as a world record because it was part of a longer race.",00:07:07,2022-07-25T13:10:18.000Z,41-5-no-such-thing-as-unbroadcastable-material
,41.5: No Such Thing As Unbroadcastable Material,3,Dan Schreiber,"There was a biting epidemic in 15th century Germany where nuns in convents started biting each other, and it spread from one convent to the next.",00:13:21,2022-07-25T13:10:18.000Z,41-5-no-such-thing-as-unbroadcastable-material
,41.5: No Such Thing As Unbroadcastable Material,4,Andrew Hunter Murray,"Male kangaroos can attract the opposite sex by flexing their biceps, which is a display of strength and fitness.",00:15:02,2022-07-25T13:10:18.000Z,41-5-no-such-thing-as-unbroadcastable-material
,41: No Such Thing As Reginald The Red-Nosed Reindeer,1,Dan Schreiber,"Before going on stage to read a Christmas carol, Charles Dickens had a warm up routine of drinking a pint of champagne.",00:00:39,2022-07-25T13:04:43.000Z,41-no-such-thing-as-reginald-the-red-nosed-reindeer
,41: No Such Thing As Reginald The Red-Nosed Reindeer,2,James Harkin,Crap Christmas jumpers date back to the Romans.,00:09:40,2022-07-25T13:04:43.000Z,41-no-such-thing-as-reginald-the-red-nosed-reindeer
,41: No Such Thing As Reginald The Red-Nosed Reindeer,3,Anna Ptaszynski,Male turkeys blush when they see female turkeys.,00:18:11,2022-07-25T13:04:43.000Z,41-no-such-thing-as-reginald-the-red-nosed-reindeer
,41: No Such Thing As Reginald The Red-Nosed Reindeer,4,Andrew Hunter Murray,The composer of the song 'Jingle Bells' also wrote the 'Yuletide' classic 'We Conquer or Die'.,00:28:21,2022-07-25T13:04:43.000Z,41-no-such-thing-as-reginald-the-red-nosed-reindeer
,42: No Such Thing As A Bloober Reel,1,Anna Ptaszynski,Franz Kafka once convinced his entire family that Einstein's theory of relativity was going to cure his tuberculosis.,00:00:34,2022-07-25T13:10:59.000Z,42-no-such-thing-as-a-bloober-reel
,42: No Such Thing As A Bloober Reel,2,Andrew Hunter Murray,Dead geckos still stick to walls.,00:16:19,2022-07-25T13:10:59.000Z,42-no-such-thing-as-a-bloober-reel
,42: No Such Thing As A Bloober Reel,3,James Harkin,The active ingredient in the first ever homeopathy treatment was the blood of Thomas Beckett.,00:25:18,2022-07-25T13:10:59.000Z,42-no-such-thing-as-a-bloober-reel
,42: No Such Thing As A Bloober Reel,4,Dan Schreiber,"In 2013, a group of people attempted to crowdfund London's first ever UFO museum.",00:34:54,2022-07-25T13:10:59.000Z,42-no-such-thing-as-a-bloober-reel
,43: No Such Thing As The Human Cigarette,1,Alex Bell,Cows have friends and they get sad when you separate them.,00:00:37,2022-07-25T13:11:30.000Z,43-no-such-thing-as-the-human-cigarette
,43: No Such Thing As The Human Cigarette,2,James Harkin,It's illegal to take a selfie with a tiger in New York City.,00:10:45,2022-07-25T13:11:30.000Z,43-no-such-thing-as-the-human-cigarette
,43: No Such Thing As The Human Cigarette,3,Anna Ptaszynski,"Morgue refrigerators in Turkey are equipped with motion sensors, alarms, and handles that open them from the inside in case anyone in there wakes up.",00:18:26,2022-07-25T13:11:30.000Z,43-no-such-thing-as-the-human-cigarette
,43: No Such Thing As The Human Cigarette,4,Andrew Hunter Murray,Henry VIII had two official cradle rockers who were paid three pounds a year each to rock his cradle.,00:27:08,2022-07-25T13:11:30.000Z,43-no-such-thing-as-the-human-cigarette
,44: No Such Thing As A Vegan Fryup,1,Anna Ptaszynski,From the year 800 to the year 1349 the Colosseum was used as an apartment block.,00:00:44,2022-07-25T13:11:54.000Z,44-no-such-thing-as-a-vegan-fryup
,44: No Such Thing As A Vegan Fryup,2,James Harkin,"You can be fined for swearing in Australia and in the last financial year people in Australia's Northern Territory paid $48,372 in fines.",00:11:13,2022-07-25T13:11:54.000Z,44-no-such-thing-as-a-vegan-fryup
,44: No Such Thing As A Vegan Fryup,3,Andrew Hunter Murray,"When the first transatlantic cable was laid in 1858, the reception on it was so bad that it took 17 hours to send the first message across.",00:17:45,2022-07-25T13:11:54.000Z,44-no-such-thing-as-a-vegan-fryup
,44: No Such Thing As A Vegan Fryup,4,Ann Miller,"Last year, to celebrate World Vegan Day, PETA, the animal charity, asked Fryup in Yorkshire to change its name to Vegan Fryup.",00:24:16,2022-07-25T13:11:54.000Z,44-no-such-thing-as-a-vegan-fryup
,45: No Such Thing As A Travelator In Ancient Rome,1,Greg Jenner,"In the 1960s in America, there was one particular bus route that was only 35 miles long, but during that time passengers passed through seven different time zones.",00:01:03,2022-07-25T13:12:20.000Z,45-no-such-thing-as-a-travelator-in-ancient-rome
,45: No Such Thing As A Travelator In Ancient Rome,2,Andrew Hunter Murray,"If a predator gets too close to a limpet, the limpet will lift up its shell and then stamp on the predator's foot.",00:10:32,2022-07-25T13:12:20.000Z,45-no-such-thing-as-a-travelator-in-ancient-rome
,45: No Such Thing As A Travelator In Ancient Rome,3,Anna Ptaszynski,"After landing on the moon, Buzz Aldrin worked in a car dealership where he failed to sell a single car.",00:25:11,2022-07-25T13:12:20.000Z,45-no-such-thing-as-a-travelator-in-ancient-rome
,45: No Such Thing As A Travelator In Ancient Rome,4,James Harkin,"The Cathars get their name from the fact that they are thought to be pure, like Catharsis, but during the Middle Ages, some people thought that they got their name Cathars from the fact that they like to kiss a cat's ass.",00:32:51,2022-07-25T13:12:20.000Z,45-no-such-thing-as-a-travelator-in-ancient-rome
,46: No Such Thing As An Apostle Called Scrotum,1,Andrew Hunter Murray,"There have been three top 50 songs in the British charts, which have been sung exclusively in Latin.",00:00:33,2022-07-25T13:12:59.000Z,46-no-such-thing-as-an-apostle-called-scrotum
